Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Electricity,37036.78584,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,75959.26439,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,85911.01511,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53118.76254,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56471.14461,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,86703.16191,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,70259.79364,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,55120.05669,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55480.93448,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38357.09772,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,33962.65048,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,83337.75966,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58470.43165,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44093.49127,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39027.43764,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,87174.4959,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,81594.15462,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,67159.30331,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,115686.3074,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,77167.95564,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,53745.0796,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,43959.63311,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,58473.12027,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,103076.7008,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67735.97367,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68338.79821,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55253.41776,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,70004.54104,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54974.73171,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,57804.48975,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,51421.76664,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,60735.07582,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43915.81369,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38628.38069,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36290.13328,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,42120.1508,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37478.76149,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,84987.67607,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,151630.9056,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,66574.97011,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,49450.26202,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,84950.44597,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,56648.32086,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35172.55566,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,34234.44263,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,39301.39669,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,122377.081,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67567.9855,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54153.06794,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47744.82449,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,40543.79071,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,48474.72244,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,62400.00822,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35535.22094,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37287.97795,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,47394.37057,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41418.62012,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,39858.0028,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,82447.22634,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,22749.32004,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,28695.1989,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,52644.41161,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,89706.10029,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,56374.52215,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,60371.16119,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,36339.07836,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,35983.44047,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,62694.63995,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,80626.50458,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56606.32299,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53072.31763,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,69447.39754,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,50129.88837,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,68655.43673,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38134.43803,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36991.66163,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,71145.64466,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,31911.6586,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44371.46621,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,69210.37208,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,47670.72535,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,60192.46369,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,40371.54231,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,38479.08299,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,35139.11606,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,47782.75199,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,107731.5075,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,33539.0743,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,40062.42348,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,68318.07405,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60262.05136,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53054.27355,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47761.45,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,59700.0352,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,30726.33414,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,39308.77911,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,47985.53116,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49689.87153,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36519.72107,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36245.25416,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,25580.25776,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,52519.41537,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40013.70481,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41164.72029,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,116476.457,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,55901.49164,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,44438.6276,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,53105.22659,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,46751.5333,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,52964.45054,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,36064.47422,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,56738.79122,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53323.00529,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68729.69438,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55268.16278,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,61142.98003,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68803.81172,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47434.66486,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,38882.55152,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54908.117,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,70354.80687,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40619.845,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35369.62055,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,56572.62815,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47185.57621,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41299.24985,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,28123.34879,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,91372.69703,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,63135.85052,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,48976.35653,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,66898.59311,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,111079.9937,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48340.6778,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,37024.42991,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,23025.34431,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27344.5376,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56609.98894,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,34679.01169,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,28666.22657,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,23303.26307,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,72705.66562,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46110.81754,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,69914.67927,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,25561.35251,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,41128.66436,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,33160.72613,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,32796.19525,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,43473.54281,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,37278.97547,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28291.85593,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,26596.24746,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,42218.62463,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,33917.37131,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,58695.47397,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42089.74548,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32963.26669,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,33057.08727,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,34778.09702,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49428.33001,TX,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,40183.86966,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,43871.23112,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,41784.33368,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34112.93247,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,34080.02443,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,34991.72489,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39024.54619,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,31204.8254,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,39192.55004,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48918.14639,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54023.29812,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56920.69177,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34891.92886,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,19436.43599,TX,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,30504.36799,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,39997.40973,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38044.20822,TX,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32063.5921,TX,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,80808.91918,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59610.19373,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,45887.74358,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,68766.58017,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,69785.58106,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,61773.98328,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49330.86592,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,55513.44119,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,53662.5327,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,77779.7226,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,51817.15995,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,51057.55125,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,75577.74912,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60875.5056,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46569.99806,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,81904.77264,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67019.09173,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,66066.15609,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53196.9107,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,87219.67001,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,83539.40284,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,62363.94277,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,61312.53614,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,30986.28196,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,105025.0721,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,60720.22348,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,60990.38948,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,50534.01078,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,65479.81351,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49831.87389,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,83945.89529,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,65704.26454,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,65552.53877,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53364.80531,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,69578.2579,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,39076.19702,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,184189.0603,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,42980.59629,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,61923.56402,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56393.19695,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46004.38525,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,59742.23439,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,42503.12832,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,104882.4628,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48692.4886,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47222.42762,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,64278.28745,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,65518.65474,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,67254.28694,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67270.8724,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52912.05674,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,44573.51781,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,69459.00237,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67350.98495,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56510.33253,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48337.56954,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,73731.81182,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59620.15665,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,50844.66638,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,44009.44159,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,30633.75057,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,73166.3507,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71353.36952,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,50743.72005,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46995.82756,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,129562.6451,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58561.04907,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45162.87649,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,87558.2337,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,36367.16043,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,70025.82067,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,65148.16453,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,64567.15012,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,59381.13642,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46200.56747,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,70254.32361,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68658.13622,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55205.45024,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49692.9336,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,83516.71802,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,72121.51246,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,64648.49206,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52811.89815,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,44399.31501,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,57484.98691,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,75669.98094,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,75495.24226,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,70128.12261,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,51361.87921,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43782.69938,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,43982.0878,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49065.32017,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,169639.201,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,156863.162,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,77421.77521,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,142171.1851,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,81436.69809,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,81446.42468,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,27983.22747,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,85097.2024,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38382.35857,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,64491.87724,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52801.53055,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48275.48686,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,44354.34409,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,65241.69142,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,58900.96851,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52714.56374,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48654.51716,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,32680.59427,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,74728.71131,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,58422.66651,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49508.48107,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,76781.49547,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,76047.08606,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55564.80149,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49039.57749,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43923.7686,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,74318.13622,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47372.16905,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,56548.10465,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,134352.8312,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,72361.9004,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,62171.36254,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,60875.14997,FL,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,60327.76184,FL,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,67061.2128,FL,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,51425.34252,FL,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
